編號,車位類別,車位價格,車位面積平方公尺,車位所在樓層
RPQNMLQKLHLGFAF18CC,坡道平面,2500,33.01,地下一樓
RPPPMLQKLHLGFAF28CC,坡道平面,0,39.88,地下五樓含以下
RPTNMLQKLHLGFEF88CC,坡道平面,0,25.02,地下三樓
RPVOMLQKLHLGFGF76CC,坡道平面,0,24.52,地下五樓含以下
RPVOMLRKLHLGFAF88CC,升降機械,0,15.90,地下一樓
RPTNMLRKLHLGFCF78CC,坡道平面,0,38.32,地下二樓
RPOPMLRKLHLGFGF88CC,坡道平面,0,30.47,地下一樓
RPXOMLSKLHLGFEF96CC,坡道平面,0,21.77,地下一樓
RPXOMLSKLHLGFEF96CC,坡道平面,0,20.74,地下一樓
RPWPMLTKLHLGFAF66CC,坡道平面,0,38.58,地下三樓
RPQNMLTKLHLGFEF88CC,坡道平面,0,24.56,地下二樓
RPQNMLTKLHLGFDF78CC,坡道平面,0,29.09,地下四樓
RPQNMLTKLHLGFIF66CC,坡道機械,2460,,地下二樓
RPUNMLTKLHLGFIF07CC,坡道平面,0,37.45,地下三樓
RPTOMLKLLHLGFBF18CC,坡道平面,0,24.53,地下二樓
RPPPMLKLLHLGFBF87CC,坡道平面,4000,43.61,地下一樓
RPTPMLKLLHLGFBF28CC,坡道平面,3000,29.10,地下一樓
RPWPMLKLLHLGFBF58CC,坡道平面,4000,33.34,地下二樓
RPTQMLKLLHLGFBF38CC,坡道平面,0,32.64,地下三樓
RPOOMLKLLHLGFEF97CC,坡道平面,0,25.47,地下三樓
RPVOMLKLLHLGFEF68CC,坡道平面,0,29.08,地下四樓
RPWNMLKLLHLGFIF09CC,坡道平面,0,36.14,地下二樓
RPROMLKLLHLGFIF68CC,坡道平面,2500,21.74,地下三樓
RPPNMLNLLHLGFDF18CC,坡道平面,3000,28.74,地下三樓
RPRPMLNLLHLGFEF68CC,坡道機械,0,15.42,地下五樓含以下
RPTPMLNLLHLGFEF88CC,坡道平面,0,27.91,地下三樓
RPUPMLNLLHLGFCF78CC,坡道平面,0,,地下三樓
RPWOMLOLLHLGFBF88CC,坡道平面,0,38.33,地下三樓
RPSOMLOLLHLGFEF78CC,坡道平面,0,39.65,地下一樓
RPXNMLPLLHLGFBF98CC,坡道平面,0,33.42,地下四樓
RPOOMLPLLHLGFBF18CC,坡道平面,0,21.70,地下一樓
RPUPMLPLLHLGFBF88CC,坡道平面,0,14.87,地下一樓
RPUPMLPLLHLGFBF88CC,坡道平面,0,14.87,地下一樓
RPTPMLPLLHLGFBF78CC,坡道平面,0,42.84,地下五樓含以下
RPRNMLPLLHLGFDF58CC,坡道平面,0,23.15,地下五樓含以下
RPPOMLQLLHLGFIF09CC,坡道平面,0,31.23,地下三樓
RPSPMLRLLHLGFBF88CC,坡道平面,0,21.02,地下三樓
RPSPMLQLLHLGFGF66CC,坡道平面,3000,23.31,地下四樓
RPXOMLRLLHLGFBF66CC,坡道平面,3000,19.18,地下一樓
RPXNMLSLLHLGFEF96CC,坡道平面,2000,25.02,地下三樓
RPOOMLSLLHLGFEF78CC,坡道平面,2000,25.02,地下三樓
RPTNMLKMLHLGFHF78CC,坡道平面,0,,地下一樓
RPXQMLLMLHLGFAF88CC,坡道平面,0,33.38,地下三樓
RPRQMLLJMHLGFBF18CC,坡道平面,0,38.25,地下一樓
RPPOMLMJMHLGFCF97CC,坡道平面,0,,地下一樓
