編號,車位類別,車位價格,車位面積平方公尺,車位所在樓層
RPUNMLKKLHLGFDE08DA,坡道平面,0,,地下一樓
RPPNMLMJMHLGFFE97DA,升降機械,1100000,5.40,一樓
RPSOMLRLLHLGFGE09DA,坡道機械,0,17.42,地下二樓
RPTQMLLMLHLGFGE88DA,一樓平面,0,2.69,一樓
RPQOMLLMLHLGFEE18DA,坡道平面,0,41.17,地下二樓
RPXOMLLJMHLGFDE58DA,坡道平面,0,25.01,地下二樓
RPPNMLOKLHLGFAE67DA,坡道平面,0,,地下一樓
RPRNMLLJMHLGFFE08DA,坡道平面,0,26.02,地下二樓
RPRNMLKLLHLGFBE67DA,升降機械,0,12.00,地下三樓
RPPPMLLJMHLGFCE77DA,坡道平面,1600000,22.73,地下三樓
RPRNMLOLLHLGFGE58DA,坡道平面,0,20.32,地下二樓
RPQNMLMJMHLGFDE87DA,坡道機械,0,7.07,地下二樓
RPQNMLLJMHLGFIE28DA,坡道平面,2220000,24.20,地下二樓
RPPOMLTKLHLGFEE68DA,坡道平面,0,25.79,地下三樓
RPVPMLLJMHLGFEE58DA,坡道平面,2100000,27.61,地下二樓
RPTNMLMJLHLGFAE77DA,坡道平面,0,,地下二樓
RPTPMLLJMHLGFDE28DA,坡道平面,0,20.81,地下五樓含以下
RPTNMLRKLHLGFDE68DA,坡道機械,0,5.93,地下三樓
RPPNMLMJMHLGFEE97EA,坡道平面,0,,地下一樓
RPSNMLOLLHLGFGE68DA,坡道平面,0,19.30,地下二樓
RPWNMLRLLHLGFGE76DA,坡道平面,2450000,32.65,地下二樓
RPROMLLJMHLGFGE28DA,坡道平面,1980000,23.41,地下二樓
RPUNMLNJLHLGFEE38DA,坡道平面,0,23.41,地下三樓
RPWQMLLJMHLGFBE48DA,坡道平面,0,,地下二樓
RPPNMLMJMHLGFDE87EA,坡道平面,0,34.14,地下四樓
RPSNMLNLLHLGFGE58DA,坡道平面,0,18.51,地下二樓
RPWNMLKMLHLGFIE98DA,坡道平面,0,31.15,地下二樓
RPPNMLRLLHLGFEE48DA,升降機械,0,,地下一樓
RPQNMLRJMHLGFDE38DA,坡道機械,0,,地下二樓
RPPNMLRJMHLGFCE28EA,坡道平面,0,,地下一樓
RPOPMLRJMHLGFEE48DA,坡道機械,0,13.18,地下二樓
RPSPMLQLLHLGFBE58DA,坡道平面,0,19.96,地下三樓
RPSPMLQLLHLGFBE58DA,坡道平面,0,19.96,地下三樓
RPRPMLOJLHLGFGE58DA,坡道機械,0,10.35,地下二樓
RPTNMLMKLHLGFGE48DA,坡道機械,0,,地下三樓
RPWPMLRLLHLGFGE96DA,坡道平面,0,19.78,地下二樓
RPPNMLPLLHLGFDE18DA,坡道平面,0,22.94,地下一樓
RPOOMLLKLHLGFEE77DA,坡道平面,0,19.14,地下一樓
RPVNMLQKLHLGFBE58DA,坡道平面,2000000,22.44,地下三樓
RPWNMLMJKHLGFBE08DA,升降機械,0,,地下一樓
RPRNMLMJLHLGFGE18DA,坡道平面,0,23.02,地下三樓
RPTNMLPLLHLGFGE88DA,坡道平面,0,24.62,地下一樓
RPUNMLRLLHLGFCE78DA,坡道機械,0,,地下三樓
RPSNMLKKKHLGFEE87DA,坡道機械,0,16.77,地下四樓
RPVNMLNLLHLGFIE09DA,坡道平面,2100000,18.81,地下一樓
RPQTMLLJMHLGFAE08DA,坡道平面,0,27.14,地下五樓含以下
RPRNMLQJLHLGFBE08DA,坡道平面,0,14.29,地下三樓
RPPVMLKMLHLGFBE38DA,坡道平面,0,26.01,地下五樓含以下
RPPOMLSLLHLGFDE58DA,坡道平面,0,44.16,地下三樓
RPPNMLLJMHLGFBE47DA,坡道平面,1900000,30.77,地下四樓
RPPNMLQLLHLGFCE18DA,坡道平面,0,24.37,地下二樓
RPQNMLOLLHLGFGE48DA,坡道機械,0,,地下二樓
RPPNMLLMLHLGFGE18DA,坡道平面,0,,地下一樓
RPSNMLNKLHLGFIE68DA,坡道平面,0,23.62,地下二樓
RPWPMLTJLHLGFGE96DA,坡道平面,0,,地下一樓
RPUNMLPLLHLGFBE48DA,坡道平面,0,34.02,地下二樓
RPTNMLRLLHLGFGE09DA,坡道平面,0,32.65,地下二樓
RPTNMLRLLHLGFGE09DA,坡道平面,0,32.65,地下二樓
RPUNMLRLLHLGFGE56DA,坡道平面,2550000,32.65,地下一樓
RPTNMLMJMHLGFGE48DA,坡道平面,0,24.55,地下一樓
RPPNMLLKKHLGFAE27DA,坡道平面,0,17.97,地下二樓
RPPNMLLKKHLGFAE27DA,坡道平面,0,17.97,地下二樓
RPTOMLKMLHLGFEE38DA,坡道平面,1900000,18.53,地下三樓
RPSNMLMJKHLGFGE18DA,坡道平面,0,23.10,地下二樓
RPSNMLLJMHLGFLE78DA,坡道平面,0,,地下一樓
RPPNMLMJMHLGFEE87DA,坡道平面,800000,26.60,地下一樓
RPXNMLPJLHLGFAE48DA,坡道平面,0,32.79,地下三樓
RPOOMLKKKHLGFEE57DA,坡道平面,0,29.40,地下一樓
RPROMLKLLHLGFCE87DA,坡道平面,1800000,17.15,地下四樓
RPVOMLKLLHLGFCE28DA,坡道平面,2100000,17.15,地下一樓
RPSPMLKLLHLGFCE08DA,坡道平面,1700000,15.53,地下四樓
RPWOMLKLLHLGFCE38DA,坡道平面,2100000,17.15,地下一樓
RPQOMLKLLHLGFCE77DA,坡道平面,2150000,22.98,地下一樓
RPOOMLNKKHLGFEE87DA,坡道平面,0,21.69,地下二樓
RPOOMLNKKHLGFEE87DA,坡道平面,0,21.69,地下二樓
RPWPMLQJLHLGFGE66DA,坡道平面,1000000,18.35,地下一樓
RPRNMLPLLHLGFEE48DA,坡道平面,1300000,25.78,地下二樓
RPXNMLKMLHLGFIE09DA,坡道平面,0,25.00,地下一樓
RPROMLPLLHLGFIE98DA,坡道平面,2430000,17.81,地下一樓
RPSNMLPJKHLGFGE48DA,坡道平面,0,18.35,地下二樓
RPSNMLPJKHLGFGE48DA,坡道平面,0,18.35,地下二樓
RPPNMLLMLHLGFIE38DA,坡道平面,2100000,17.81,地下二樓
RPOOMLNKLHLGFDE87DA,坡道平面,2300000,30.36,地下二樓
RPTNMLQLLHLGFEE78DA,坡道平面,1300000,30.64,地下一樓
RPPPMLMJMHLGFCE87DA,坡道機械,0,18.33,地下二樓
RPPNMLSLLHLGFEE58DA,一樓平面,1900000,13.64,一樓
RPSSMLQLLHLGFGE76DA,坡道平面,0,18.39,地下二樓
RPTNMLTJKHLGFAE38DA,坡道平面,0,18.46,地下一樓
RPPNMLMJLHLGFEE77DA,坡道機械,0,11.24,地下二樓
RPTNMLKMLHLGFAE87DA,坡道平面,2100000,28.31,地下一樓
RPSNMLSKLHLGFEE78DA,坡道機械,0,9.43,地下二樓
RPWNMLKMLHLGFBE28DA,坡道機械,0,14.94,地下三樓
RPPOMLQKLHLGFBE08DA,坡道平面,2000000,14.71,地下二樓
RPSNMLNKKHLGFEE18DA,坡道平面,0,37.70,地下一樓
RPSNMLNKKHLGFEE18DA,坡道平面,0,37.70,地下一樓
RPPNMLRJKHLGFDE08DA,坡道平面,2000000,33.03,地下四樓
RPUPMLTJLHLGFEE56DA,坡道平面,0,33.06,地下二樓
RPSNMLPLKHLGFCE28DA,坡道平面,0,,地下一樓
RPWNMLQLLHLGFEE09DA,升降平面,0,15.44,地下一樓
RPROMLQLJHLGFBE18DA,升降平面,0,,地下四樓
RPROMLQLJHLGFBE18DA,升降平面,0,,地下四樓
RPVNMLOLKHLGFCE48DA,坡道平面,0,29.68,地下一樓
RPOOMLOLLHLGFEE18DA,坡道機械,0,12.87,地下五樓含以下
RPSNMLLMLHLGFDE18DA,坡道平面,0,15.64,地下三樓
RPVQMLOLLHLGFFE56DA,坡道平面,0,28.21,地下三樓
RPUNMLQLLHLGFEE88DA,坡道平面,0,,地下一樓
RPSOMLKMLHLGFEE28DA,坡道平面,1900000,18.53,地下三樓
RPVNMLLMLHLGFCE38DA,升降平面,0,,地下二樓
RPQOMLQLJHLGFEE38DA,坡道平面,0,25.79,地下三樓
RPSNMLTJKHLGFFE78DA,一樓平面,1450000,8.26,一樓
RPQNMLKKLHLGFEE77DA,坡道平面,1100000,30.64,地下三樓
RPTQMLMJMHLGFAE18DA,坡道平面,0,25.05,地下五樓含以下
RPTQMLMJMHLGFAE18DA,坡道平面,0,25.05,地下五樓含以下
RPPNMLNKLHLGFBE67DA,坡道平面,0,17.34,地下二樓
RPVNMLLJMHLGFDE28DA,坡道平面,0,18.38,地下一樓
RPSQMLRKLHLGFEE98DA,坡道平面,0,,地下一樓
RPUNMLQJLHLGFLE76DA,坡道平面,0,24.08,地下一樓
RPVTMLQJLHLGFDE66DA,坡道平面,0,38.20,地下一樓
RPVOMLLMLHLGFIE09DA,坡道機械,0,8.00,地下二樓
RPROMLRLLHLGFGE98DA,坡道平面,1500000,27.21,地下二樓
RPVNMLRLLHLGFAE68DA,坡道機械,0,6.94,地下五樓含以下
RPVRMLMJMHLGFAE48DA,坡道機械,0,,地下二樓
RPVRMLMJMHLGFAE48DA,坡道機械,0,,地下二樓
RPSPMLLJMHLGFEE28DA,坡道機械,0,6.64,地下二樓
RPQNMLTKLHLGFIE09DA,坡道平面,2100000,39.01,地下三樓
RPUNMLQLJHLGFDE58DA,坡道平面,0,,地下一樓
RPTOMLNJKHLGFEE28DA,坡道平面,0,21.83,地下一樓
RPSNMLLKLHLGFCE87DA,坡道機械,1400000,7.03,地下二樓
RPXPMLLJMHLGFEE78DA,坡道機械,0,9.43,地下二樓
RPWRMLQLLHLGFGE07DA,坡道機械,0,,地下一樓
RPOOMLRKLHLGFIE78DA,坡道平面,0,19.77,地下一樓
RPRNMLRJMHLGFIE98DA,坡道平面,2200000,25.80,地下二樓
RPUNMLMKJHLGFGE38DA,坡道平面,0,21.73,地下二樓
RPVPMLTKLHLGFDE66DA,坡道機械,0,8.36,地下二樓
RPPNMLKKLHLGFEE67DA,坡道平面,1250000,30.64,地下二樓
RPROMLSJMHLGFDE68DA,坡道平面,0,25.92,地下三樓
RPPNMLLJMHLGFFE87DA,坡道平面,1400000,27.90,地下二樓
RPUOMLKMLHLGFEE48DA,坡道平面,2100000,18.53,地下一樓
RPOPMLPKKIKGFDE08DA,坡道平面,2200000,33.03,地下三樓
RPXNMLOJLHLGFCE58DA,坡道平面,1900000,28.00,地下一樓
RPXQMLKMLHLGFBE68DA,坡道平面,2480000,14.29,地下二樓
RPPPMLMJMHLGFBE77DA,坡道平面,2590000,14.29,地下一樓
RPURMLRKLHLGFCE09DA,坡道平面,1600000,22.01,地下一樓
RPUNMLLKLHLGFDE18DA,坡道平面,0,34.13,地下二樓
RPUNMLOLLHLGFCE48DA,坡道平面,1650000,23.29,地下二樓
RPVNMLNLLHLGFLE76DA,升降機械,0,,地下一樓
RPSNMLOLLHLGFCE28DA,坡道機械,850000,13.54,地下四樓
RPTOMLMKLHLGFEE38DA,坡道平面,2100000,22.07,地下三樓
RPTNMLOLLHLGFCE38DA,坡道機械,750000,13.54,地下四樓
RPRPMLTKJHLGFDE68DA,坡道機械,1300000,19.70,地下五樓含以下
RPVOMLKLJHLGFFE38DA,其他,1300000,,一樓
RPWVMLRKLHLGFCE07DA,坡道平面,1600000,23.29,地下三樓
RPPNMLRKLHLGFCE18DA,坡道平面,1550000,22.01,地下二樓
RPTNMLLJMHLGFIE58DA,坡道平面,1900000,17.75,地下二樓
RPPUMLRKLHLGFCE88DA,坡道平面,1700000,24.82,地下一樓
RPORMLRKLHLGFCE48DA,坡道平面,1700000,23.29,地下一樓
RPWNMLLJMHLGFIE88DA,坡道平面,2000000,17.75,地下三樓
RPSOMLRKLHLGFCE58DA,坡道機械,850000,13.54,地下四樓
RPQOMLMLJHLGFDE87DA,坡道平面,2030000,31.68,地下四樓
RPSPMLTKJHLGFDE78DA,坡道機械,1300000,19.70,地下五樓含以下
RPVVMLRKLHLGFCE96DA,坡道平面,1550000,22.01,地下二樓
RPUOMLRJMHLGFBE68DA,坡道平面,2430000,14.29,地下三樓
RPSNMLSJMHLGFJE66DA,一樓平面,1100000,12.00,一樓
RPROMLRKLHLGFCE48DA,坡道機械,850000,13.54,地下四樓
RPXOMLOLLHLGFBE78DA,升降平面,1500000,24.53,地下二樓
RPUPMLTKJHLGFDE98DA,坡道機械,1300000,19.70,地下五樓含以下
RPSRMLTKJHLGFDE98DA,坡道平面,2230000,31.68,地下二樓
RPVPMLTKJHLGFDE09DA,坡道機械,1300000,19.70,地下五樓含以下
RPQNMLRKLHLGFCE28DA,坡道平面,1600000,22.01,地下一樓
RPXNMLRLLHLGFCE09DA,坡道平面,2050000,19.61,地下三樓
RPPNMLKLLHLGFGE97DA,坡道平面,2000000,25.06,地下一樓
RPQNMLKLLHLGFGE08DA,坡道平面,2000000,25.06,地下一樓
RPOOMLKLLHLGFGE97DA,坡道平面,2150000,25.06,地下二樓
RPSPMLOJKHLGFCE18DA,坡道平面,0,,地下三樓
RPPOMLQLJHLGFCE08DA,坡道平面,0,,地下四樓
RPXNMLPLLHLGFEE09DA,坡道平面,2300000,33.84,地下二樓
RPXNMLRLLHLGFBE98DA,升降平面,1600000,24.53,地下三樓
RPQNMLRLLHLGFBE28DA,升降平面,1600000,24.53,地下三樓
RPSNMLSLJHLGFDE58DA,坡道平面,2000000,33.22,地下五樓含以下
RPSUMLKLJHLGFDE48DA,坡道機械,1300000,19.70,地下五樓含以下
RPWNMLSLJHLGFDE98DA,坡道機械,1300000,19.70,地下五樓含以下
RPTOMLRKLHLGFCE68DA,坡道平面,1550000,22.01,地下二樓
RPSNMLNLLHLGFFE48DA,坡道平面,2050000,17.21,地下一樓
RPTNMLPLLHLGFIE09DA,坡道平面,2100000,17.75,地下一樓
RPPOMLKLLHLGFGE08DA,坡道平面,2150000,25.06,地下一樓
RPRVMLRKLHLGFCE56DA,坡道平面,1500000,22.01,地下三樓
RPTOMLQLLHLGFGE09DA,坡道平面,2100000,25.06,地下一樓
RPPVMLRKLHLGFCE98DA,坡道平面,1500000,22.01,地下三樓
RPPQMLLMLHLGFAE87DA,坡道機械,1200000,15.49,地下四樓
RPRNMLRKLHLGFCE38DA,坡道平面,1550000,21.01,地下一樓
RPQOMLRKLHLGFCE38DA,坡道機械,850000,13.54,地下四樓
RPSUMLRKLHLGFCE56DA,坡道平面,1500000,21.01,地下二樓
RPSTMLRKLHLGFCE09DA,坡道機械,750000,13.54,地下四樓
RPPNMLQLLHLGFGE58DA,坡道平面,1950000,25.06,地下二樓
RPROMLQLLHLGFGE88DA,坡道平面,2000000,25.06,地下二樓
RPVNMLLJMHLGFIE78DA,坡道平面,1700000,17.75,地下三樓
RPUNMLKLLHLGFGE48DA,坡道平面,2000000,21.75,地下一樓
RPSNMLKLLHLGFGE28DA,坡道平面,1950000,25.06,地下三樓
RPVNMLPLLHLGFIE66DA,坡道平面,2000000,17.75,地下二樓
RPUVMLRKLHLGFCE86DA,坡道平面,1550000,22.01,地下二樓
RPRUMLKLJHLGFDE38DA,坡道機械,1250000,19.70,地下五樓含以下
RPPOMLRKLHLGFCE28DA,坡道機械,850000,13.54,地下四樓
RPOQMLLLJHLGFDE77DA,坡道平面,1930000,31.68,地下五樓含以下
RPVOMLRKLHLGFCE88DA,坡道機械,950000,13.54,地下四樓
RPQRMLRKLHLGFCE68DA,坡道機械,750000,13.54,地下四樓
RPQSMLRKLHLGFCE78DA,坡道平面,1550000,22.01,地下二樓
RPWQMLRKLHLGFCE56DA,坡道機械,950000,13.54,地下四樓
RPUUMLRKLHLGFCE76DA,坡道平面,1500000,22.01,地下三樓
RPPOMLLMLHLGFGE28DA,坡道機械,800000,14.88,地下四樓
RPRNMLKLLHLGFGE18DA,坡道平面,1900000,25.06,地下二樓
RPTNMLKLLHLGFGE38DA,坡道平面,1850000,25.06,地下一樓
RPVNMLKLLHLGFGE58DA,坡道平面,1850000,25.06,地下三樓
RPVNMLRKLHLGFCE78DA,坡道平面,1500000,22.01,地下三樓
RPOVMLRKLHLGFCE88DA,坡道平面,1550000,22.01,地下二樓
RPQVMLRKLHLGFCE09DA,坡道平面,1500000,22.01,地下三樓
RPTVMLRKLHLGFCE76DA,坡道平面,1500000,22.01,地下三樓
RPUTMLTKJHLGFDE76DA,坡道平面,2030000,31.68,地下四樓
RPPPMLRKLHLGFCE38DA,坡道機械,950000,13.54,地下四樓
RPQPMLRKLHLGFCE48DA,坡道機械,750000,13.54,地下四樓
RPTPMLNJKHLGFEE38DA,坡道平面,1450000,36.52,地下一樓
RPUNMLRJJIKGFFE68DA,坡道平面,1650000,17.21,地下四樓
RPUNMLOKJHLGFEE38DA,坡道平面,0,28.88,地下二樓
RPUOMLRKLHLGFCE78DA,坡道平面,1550000,22.01,地下二樓
RPQTMLRKLHLGFCE88DA,坡道平面,1650000,23.29,地下二樓
RPSNMLQLLHLGFGE88DA,坡道平面,1800000,25.06,地下三樓
RPSNMLKLJHLGFEE87DA,坡道機械,700000,15.04,地下四樓
RPSNMLPJPHKGFFE78DA,坡道平面,2200000,18.36,地下一樓
RPVNMLPJPHKGFFE09DA,坡道機械,1100000,7.65,地下四樓
RPRNMLSJPHKGFFE98DA,坡道平面,2050000,17.21,地下一樓
RPRNMLPLPHKGFFE88DA,坡道平面,1950000,17.21,地下二樓
RPQOMLNJPHKGFFE48DA,坡道機械,1100000,7.65,地下四樓
RPOOMLPLPHKGFFE68DA,坡道機械,1100000,7.65,地下四樓
RPOOMLMJKIKGFFE77DA,坡道平面,1950000,17.21,地下二樓
RPVNMLQJQHKGFFE66DA,坡道平面,1850000,16.83,地下二樓
RPRNMLSLOHKGFFE09DA,坡道機械,1100000,7.65,地下四樓
RPUNMLQJQHKGFFE56DA,坡道平面,2050000,17.21,地下一樓
RPXNMLKLLHLGFGE78DA,坡道平面,1900000,25.06,地下三樓
RPUNMLRKLHLGFCE68DA,坡道機械,750000,13.54,地下四樓
RPTTMLRKLHLGFCE56DA,坡道機械,750000,13.54,地下四樓
RPSNMLSLOHKGFFE56DA,坡道平面,1950000,17.21,地下二樓
RPQPMLQLLHLGFGE88DA,坡道平面,1800000,25.06,地下三樓
RPWNMLTJLHLGFCE98DA,坡道平面,1700000,15.53,地下二樓
RPWSMLRKLHLGFCE76DA,坡道機械,750000,13.54,地下四樓
RPWNMLKLLHLGFGE68DA,坡道平面,1900000,25.06,地下一樓
RPOUMLRKLHLGFCE78DA,坡道平面,1450000,22.01,地下四樓
RPTOMLRLKHLGFBE58DA,坡道平面,2430000,14.29,地下三樓
RPWOMLQLLHLGFGE76DA,坡道平面,1900000,25.06,地下三樓
RPTOMLMKLHLGFBE08DA,坡道平面,2430000,14.29,地下三樓
RPTPMLPLLHLGFBE58DA,坡道平面,2580000,14.29,地下二樓
RPUOMLMKLHLGFBE18DA,坡道平面,2430000,15.31,地下三樓
RPPPMLTKLHLGFBE48DA,坡道平面,2530000,14.29,地下二樓
RPTUMLRKLHLGFCE66DA,坡道平面,1500000,22.01,地下三樓
RPVOMLQLLHLGFGE66DA,坡道平面,2000000,25.06,地下一樓
RPQNMLNKLHLGFDE97DA,坡道機械,1250000,19.70,地下五樓含以下
RPXSMLRKLHLGFCE86DA,坡道平面,1550000,22.01,地下二樓
RPWNMLLJMHLGFCE28DA,坡道平面,2700000,23.90,地下四樓
RPOTMLRKLHLGFCE68DA,坡道平面,1550000,22.01,地下二樓
RPXNMLRKLHLGFCE98DA,坡道機械,750000,13.54,地下四樓
RPUTMLRKLHLGFCE66DA,坡道機械,750000,13.54,地下四樓
RPVUMLRKLHLGFCE86DA,坡道平面,1450000,21.01,地下三樓
RPORMLTKPHKGFFE66DA,坡道平面,1750000,16.83,地下三樓
RPVTMLRKLHLGFCE76DA,坡道平面,1400000,21.01,地下四樓
RPOOMLMKKHLGFEE77DA,坡道平面,1250000,36.52,地下二樓
RPVPMLRKLHLGFCE98DA,坡道機械,850000,13.54,地下四樓
RPUNMLOLPHKGFFE09DA,坡道平面,1850000,17.21,地下三樓
RPVNMLOLPHKGFFE56DA,坡道平面,1750000,16.83,地下三樓
RPXTMLRKLHLGFCE96DA,坡道平面,1450000,22.01,地下四樓
RPOOMLRKLHLGFCE18DA,坡道機械,850000,13.54,地下四樓
RPWOMLRKLHLGFCE98DA,坡道平面,1500000,22.01,地下三樓
RPQNMLKLLHLGFEE87DA,坡道平面,1150000,36.52,地下三樓
RPWNMLRKLHLGFCE88DA,坡道機械,750000,13.54,地下四樓
RPXUMLRKLHLGFCE07DA,坡道平面,1500000,22.01,地下三樓
RPSNMLRLLHLGFEE78DA,坡道平面,1050000,36.52,地下四樓
RPPQMLRKLHLGFCE48DA,坡道機械,950000,13.54,地下四樓
RPRPMLLJMHLGFBE87DA,坡道平面,2480000,14.29,地下二樓
RPVQMLRKLHLGFCE09DA,坡道機械,950000,13.54,地下四樓
RPRQMLRKLHLGFCE68DA,坡道機械,750000,13.54,地下四樓
RPRNMLKLLHLGFEE97DA,坡道平面,1050000,36.52,地下三樓
RPSQMLRKLHLGFCE78DA,坡道機械,850000,13.54,地下四樓
RPOOMLLMPHKGFFE38DA,坡道機械,1100000,7.65,地下四樓
RPXQMLRKLHLGFCE66DA,坡道機械,950000,13.54,地下四樓
RPTQMLRKLHLGFCE88DA,坡道機械,750000,13.54,地下四樓
RPSVMLRKLHLGFCE66DA,坡道平面,1500000,22.01,地下三樓
RPXOMLRKLHLGFCE09DA,坡道機械,950000,13.54,地下四樓
RPUQMLRKLHLGFCE98DA,坡道機械,750000,13.54,地下四樓
RPTSMLRKLHLGFCE09DA,坡道平面,1500000,21.01,地下二樓
RPWNMLQLPHKGFFE86DA,坡道平面,1650000,17.21,地下四樓
RPXOMLQJQHKGFFE96DA,坡道平面,1850000,17.21,地下三樓
RPROMLOJPHKGFFE68DA,坡道機械,1100000,7.65,地下四樓
RPQNMLNJPHKGFFE38DA,坡道平面,2050000,17.21,地下一樓
RPWTMLRKLHLGFCE86DA,坡道機械,850000,13.54,地下四樓
RPTOMLMKPHKGFFE78DA,坡道平面,1950000,17.21,地下二樓
RPXPMLRKPHKGFFE17DA,坡道平面,1850000,17.21,地下三樓
RPPTMLRKLHLGFCE78DA,坡道機械,750000,13.54,地下四樓
RPUOMLQLPHKGFFE76DA,坡道平面,1850000,17.21,地下三樓
RPVSMLRKLHLGFCE66DA,坡道平面,1550000,22.01,地下二樓
RPPOMLRJPHKGFFE78DA,坡道平面,1850000,17.21,地下三樓
RPQRMLPLLHLGFBE48DA,升降平面,1800000,26.65,地下一樓
RPSOMLRJPHKGFFE09DA,坡道平面,1950000,17.21,地下二樓
RPRPMLSLOHKGFFE66DA,坡道平面,1850000,17.21,地下三樓
RPRNMLNJPHKGFFE48DA,坡道平面,1850000,17.21,地下三樓
RPOPMLTKPHKGFFE09DA,坡道平面,1850000,17.21,地下三樓
RPPRMLRKLHLGFCE58DA,坡道平面,1450000,21.01,地下三樓
RPOPMLRJJIKGFFE28DA,坡道機械,1100000,7.65,地下四樓
RPPOMLTJPHKGFFE98DA,坡道平面,1850000,17.21,地下三樓
RPRPMLMKPHKGFFE68DA,坡道機械,1100000,7.65,地下四樓
RPOOMLTJPHKGFFE88DA,坡道平面,1850000,17.21,地下三樓
RPQOMLMKKHLGFEE97DA,坡道機械,450000,17.18,地下四樓
RPXOMLKLLHLGFCE48DA,坡道平面,1700000,17.15,地下三樓
RPXNMLPLLHLGFBE78DA,升降平面,1800000,24.53,地下一樓
RPPNMLRLLHLGFBE18DA,升降平面,1500000,24.53,地下四樓
RPRNMLKMLHLGFBE77DA,升降平面,1800000,24.53,地下一樓
RPRNMLKMLHLGFBE77DA,升降平面,1800000,24.53,地下一樓
RPUOMLQKLHLGFCE68DA,升降機械,1450000,15.00,地下二樓
RPTNMLSLOHKGFFE66DA,坡道平面,1950000,17.21,地下二樓
RPUOMLNKIIKGFFE38DA,坡道機械,1450000,7.65,地下四樓
RPSNMLOKIIKGFFE18DA,坡道機械,1100000,7.65,地下四樓
RPRNMLRJJIKGFFE38DA,坡道平面,2050000,17.21,地下一樓
RPROMLQKPHKGFFE98DA,坡道機械,1100000,7.65,地下四樓
RPQUMLRKLHLGFCE98DA,坡道平面,1500000,22.01,地下三樓
RPWUMLRKLHLGFCE96DA,坡道平面,1500000,22.01,地下三樓
RPQPMLKLLHLGFCE87DA,坡道平面,1650000,17.15,地下四樓
RPRPMLKLLHLGFCE97DA,坡道平面,1600000,17.15,地下四樓
RPPPMLOLLHLGFBE08DA,升降平面,1900000,24.53,地下三樓
RPUNMLPLLHLGFIE56DA,坡道平面,1800000,17.75,地下二樓
RPVNMLRJPHKGFFE66DA,坡道機械,1100000,7.65,地下四樓
RPSNMLKMLHLGFBE87DA,升降平面,1700000,24.53,地下三樓
RPSRMLPLLHLGFBE68DA,升降平面,1800000,26.65,地下一樓
RPOQMLRJMHLGFEE58DA,坡道機械,1550000,12.90,地下三樓
RPRSMLLJMHLGFAE08DA,坡道機械,1300000,15.49,地下四樓
RPOQMLQKLHLGFCE28DA,升降機械,1350000,15.00,地下三樓
RPSRMLLMLHLGFAE28DA,坡道機械,1400000,15.49,地下四樓
RPRPMLOLKHLGFAE08DA,坡道平面,2500000,61.43,地下二樓
RPQNMLMKRHKGFFE58DA,坡道平面,1650000,17.21,地下四樓
RPROMLQKLHLGFCE38DA,升降機械,1450000,15.00,地下二樓
RPTNMLKMLHLGFBE97DA,升降平面,1600000,24.53,地下四樓
RPWNMLQLLHLGFCE88DA,升降機械,1200000,15.00,地下三樓
RPSNMLQLLHLGFCE48DA,升降機械,1500000,15.00,地下三樓
RPUQMLRJMHLGFEE56DA,坡道平面,2100000,14.43,地下二樓
RPPTMLLKJIKGFEE18DA,坡道平面,1860000,22.23,地下二樓
RPTSMLLKJIKGFEE48DA,坡道平面,1890000,20.35,地下二樓
