鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號,出租型態,有無管理員,租賃期間,有無電梯,附屬設備,租賃住宅服務
新店區,租賃房屋,新北市新店區中正路２６２巷１弄１號三樓,0.0,,,,1150302,土地0建物1車位0,三層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0620420,102.32,3,2,1,有,無,有,21000,205,,0.0,0,,RPRNMLNJLHLGFCF08CC,整棟(戶)出租,無,1150415~1160414,無,冷氣、熱水器,社會住宅代管
新店區,租賃房屋,新北市新店區中山路９０號十五樓,0.0,,,,1150303,土地0建物1車位0,十五層,15,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土構造,1130527,139.45999999999998,3,2,2,有,有,無,30000,215,,0.0,0,未租賃車位，建物登記含有車位面積；,RPOOMLNJLHLGFCF87CC,整棟(戶)出租,有,1150316~1160315,有,冷氣、熱水器、瓦斯或天然氣,社會住宅代管
汐止區,租賃房屋,新北市汐止區瑞松街１５０巷２０號７樓之１４,0.0,,,,1150302,土地0建物1車位0,七層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0810703,52.769999999999996,1,0,1,有,有,有,10000,190,,0.0,0,續租案件；,RPTNMLNJLHLGFDF38CC,獨立套房,有,1150310~1160309,有,冷氣、熱水器、電視機、冰箱、瓦斯或天然氣,社會住宅代管
汐止區,租賃房屋,新北市汐止區大同路二段２３８號８樓,0.0,,,,1150302,土地0建物1車位0,八層,24,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0850710,29.63,1,0,1,有,有,有,15000,506,,0.0,0,,RPVNMLNJLHLGFDF58CC,整棟(戶)出租,有,1150305~1160304,有,冷氣、熱水器、洗衣機、電視機、冰箱,
淡水區,租賃房屋,新北市淡水區中正東路一段６１號三樓,0.0,,,,1150303,土地0建物1車位0,三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1011121,69.97,2,1,1,有,有,有,17000,243,,0.0,0,,RPXOMLNJLHLGFEF98CC,整棟(戶)出租,有,1150310~1171130,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅包租轉租
蘆洲區,租賃房屋+車位,新北市蘆洲區永康街１巷２９號８樓,0.0,,,,1150301,土地0建物1車位1,八層,11,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1110215,196.27,3,2,2,有,有,無,34100,196,坡道平面,37.81,3000,管理費用3900元由承租人負擔。,RPTNMLNJLHLGFGF68CC,整棟(戶)出租,有,1150307~1160306,有,冷氣、熱水器、瓦斯或天然氣,社會住宅代管
蘆洲區,租賃房屋,新北市蘆洲區光華路１３１號８樓,0.0,,,,1150301,土地0建物1車位0,八層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0870718,161.82999999999998,3,2,2,有,有,有,30000,185,,0.0,0,管理費：2325元，租金不含管理費，承租人負擔。,RPVNMLNJLHLGFGF88CC,整棟(戶)出租,有,1150301~1160228,有,冷氣、熱水器、洗衣機、瓦斯或天然氣,社會住宅代管
三重區,租賃房屋,新北市三重區永福街１３５巷２７號４樓,0.0,,,,1150302,土地0建物0車位0,四層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0670107,15.0,6,0,6,有,無,有,10000,667,,0.0,0,,RPWNMLNJLHLGFGF98CC,分租套房,無,1150310~1160309,無,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路,一般代管
三重區,租賃房屋,新北市三重區長樂街１７２號,0.0,,,,1150303,土地0建物1車位0,四層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0650115,36.0,1,1,1,有,無,有,17000,472,,0.0,0,,RPQOMLNJLHLGFGF48CC,獨立套房,無,1150310~1160309,無,冷氣、熱水器,社會住宅代管
中和區,租賃房屋,新北市中和區連城路７１號十一樓,0.0,,,,1150302,土地0建物1車位0,十一層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960719,90.56,1,1,1,有,有,有,14157,156,,0.0,0,管理費2343元由出租人負擔續租案件；,RPRNMLNJLHLGFHF58CC,獨立套房,有,1150306~1180305,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅包租轉租
中和區,租賃房屋,新北市中和區景平路１８０號二十一樓之五,0.0,,,,1150302,土地0建物1車位0,二十一層,41,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0861104,86.36999999999999,2,1,1,有,有,無,26000,301,,0.0,0,每個月管理費3031元由承租人負擔。,RPTNMLNJLHLGFHF78CC,整棟(戶)出租,有,1150310~1160706,有,冷氣、熱水器、洗衣機、瓦斯或天然氣,社會住宅包租轉租
中和區,租賃房屋,新北市中和區圓通路３６７巷３３弄９８號三樓,0.0,,,,1150303,土地0建物1車位0,三層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0980925,106.49,2,2,1,有,有,有,27000,254,,0.0,0,管理費每個月3000元不包含在租金內,RPQOMLNJLHLGFHF58CC,整棟(戶)出租,有,1150309~1160308,有,冷氣、熱水器,社會住宅代管
永和區,租賃房屋,新北市永和區中正路４２８巷３號,0.0,,,,1150302,土地0建物1車位0,一層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0861027,81.13,1,1,1,有,無,有,24000,296,,0.0,0,租金總額含管理費；,RPQPMLNJLHLGFHF68CC,,無,1150315~1180314,有,熱水器,
永和區,租賃房屋,新北市永和區中正路２８３巷２６號２樓,0.0,,,,1150301,土地0建物0車位0,二層,4,公寓(5樓含以下無電梯),集合住宅,Ｒ．Ｃ造,0631113,14.3,4,2,2,有,無,有,10500,734,,0.0,0,,RPTPMLNJLHLGFHF98CC,分租雅房,無,1150310~1160309,無,冷氣、熱水器、洗衣機、電視機、冰箱、網路,一般轉租
三峽區,租賃房屋,新北市三峽區三樹路１７９號九樓,0.0,,,,1150302,土地0建物1車位0,九層,12,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1110802,134.13,2,1,1,有,有,無,19700,147,,0.0,0,管理費3700元，水電費 瓦斯費 由承租人負擔未租賃車位，建物登記含有車位面積；,RPXNMLNJLHLGFIF66CC,整棟(戶)出租,有,1150303~1160302,有,冷氣、熱水器,社會住宅代管
板橋區,租賃房屋,新北市板橋區四川路二段２４５巷１９弄２６號六樓之三,0.0,,,,1150302,土地0建物1車位0,六層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0871110,82.49000000000001,2,2,2,有,有,有,23700,287,,0.0,0,管理費1300元另算，由承租人負擔。續租案件；,RPWNMLOJLHLGFAF48CC,整棟(戶)出租,有,1150315~1160314,有,冷氣、熱水器、洗衣機、冰箱,社會住宅包租轉租
板橋區,租賃房屋,新北市板橋區四川路二段１２３號三樓之１７,0.0,,,,1150303,土地0建物1車位0,三層,19,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0890412,76.11,3,1,2,有,有,有,21700,285,,0.0,0,管理費每個月1200元不包含在租金內。,RPSOMLOJLHLGFAF18CC,整棟(戶)出租,有,1150501~1170430,有,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣,社會住宅代管
板橋區,租賃房屋,新北市板橋區光明街２８號三樓,0.0,,,,1150303,土地0建物1車位0,三層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0640410,80.72,3,2,2,有,無,有,21000,260,,0.0,0,水費、電費、瓦斯費、網路費由承租人負擔。續租案件；,RPTOMLOJLHLGFAF28CC,整棟(戶)出租,無,1150425~1160424,無,冷氣、熱水器、瓦斯或天然氣,社會住宅包租轉租
板橋區,租賃房屋,新北市板橋區國泰街７５巷２弄１１號四樓,0.0,,,,1150303,土地0建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0700917,96.52,3,2,2,有,無,有,22500,233,,0.0,0,續租案件；,RPUOMLOJLHLGFAF38CC,整棟(戶)出租,無,1150305~1170304,無,冷氣、熱水器、冰箱、瓦斯或天然氣,社會住宅代管
土城區,租賃房屋,新北市土城區中州路３０巷１５號七樓,0.0,,,,1150301,土地0建物1車位0,七層,19,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020503,94.6,2,1,1,有,有,有,21000,222,,0.0,0,管理費每個月2000元不包含在租金內多人共同承租2；,RPOPMLOJLHLGFAF87CC,整棟(戶)出租,有,1150301~1160228,有,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣,社會住宅代管
林口區,租賃房屋,新北市林口區中正路５０５巷５號地下一層２５號,0.0,,,,1150302,土地0建物1車位0,地下一層,7,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0841230,46.06,1,1,1,有,有,有,12000,261,,0.0,0,每個月管理費1500元由承租人負擔。,RPPNMLOJLHLGFBF87CC,獨立套房,有,1150305~1160304,有,冷氣、熱水器、洗衣機、電視機、冰箱、網路,社會住宅代管
新莊區,租賃房屋,新北市新莊區新莊路２７１號３樓,0.0,,,,1150302,土地0建物0車位0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0731113,32.61,6,2,4,有,無,有,23500,721,,0.0,0,,RPQNMLOJLHLGFBF97CC,分租套房,無,1150302~1160301,無,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路,一般轉租
新莊區,租賃房屋,新北市新莊區銘德街２８號２樓,0.0,,,,1150301,土地0建物1車位0,二層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0680303,70.13,1,1,1,有,無,有,11000,157,,0.0,0,,RPUNMLOJLHLGFBF38CC,獨立套房,無,1150301~1160228,無,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管
五股區,租賃房屋+車位,新北市五股區登林路８１之３６號十一樓,0.0,,,,1150302,土地0建物1車位1,十一層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0900611,126.73,2,2,2,有,有,有,24500,233,坡道平面,34.6,3000,另有管理費2500元由承租人負擔,RPWNMLOJLHLGFBF58CC,整棟(戶)出租,有,1150305~1160304,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅包租轉租
新店區,租賃房屋,新北市新店區中央路１５３號１８樓之２,0.0,,,,1150303,土地0建物1車位0,十八層,29,住宅大樓(11層含以上有電梯),一般事務所,鋼骨構造、鋼筋混凝土構造,1011114,47.44,1,0,1,有,有,有,22000,464,,0.0,0,,RPSNMLOJLHLGFCF28CC,整棟(戶)出租,有,1150401~1160331,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,一般轉租
新店區,租賃房屋,新北市新店區中央路１５３號１１樓之１７,0.0,,,,1150303,土地0建物1車位0,十一層,29,住宅大樓(11層含以上有電梯),一般事務所,鋼骨構造、鋼筋混凝土構造,1011114,60.61,1,0,1,有,有,有,25000,412,,0.0,0,,RPTNMLOJLHLGFCF38CC,整棟(戶)出租,有,1150305~1160331,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,一般轉租
新店區,租賃房屋,新北市新店區中央路１５３號１６樓之１８,0.0,,,,1150303,土地0建物1車位0,十六層,29,住宅大樓(11層含以上有電梯),一般事務所,鋼骨構造、鋼筋混凝土構造,1011114,60.61,1,0,1,有,有,有,25000,412,,0.0,0,,RPWNMLOJLHLGFCF68CC,整棟(戶)出租,有,1150401~1160331,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,一般轉租
汐止區,租賃房屋,新北市汐止區康寧街７５３巷１０弄１１號８樓之１,0.0,,,,1150303,土地0建物1車位0,八層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0720321,124.26,3,2,2,有,有,有,22400,180,,0.0,0,國家住宅及都市更新中心社會住宅包租代管計畫之物件。,RPWNMLOJLHLGFDF78CC,整棟(戶)出租,有,1150307~1160306,有,冷氣、熱水器、洗衣機、冰箱,社會住宅代管
淡水區,租賃房屋+車位,新北市淡水區淡金路１６巷６１號３樓,0.0,,,,1150303,土地0建物1車位1,三層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030211,197.47,3,2,2,有,有,無,34000,172,坡道平面,25.44,0,租金總額含管理費；,RPPNMLOJLHLGFEF18CC,整棟(戶)出租,有,1150320~1170319,有,冷氣、熱水器、瓦斯或天然氣,
淡水區,租賃房屋+車位,新北市淡水區新市三路二段２９３號７樓,0.0,,,,1150303,土地0建物1車位1,七層,29,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070525,152.47,3,2,2,有,有,無,24000,157,坡道平面,30.46,0,租金總額含管理費；,RPSNMLOJLHLGFEF48CC,整棟(戶)出租,有,1150315~1160314,有,冷氣、熱水器、瓦斯或天然氣,
淡水區,租賃房屋,新北市淡水區興福寮８８巷１９６號,0.0,,,,1150301,土地0建物1車位0,全,3,透天厝,鄉村住宅,鋼筋混凝土造,0900411,256.84000000000003,5,1,4,有,無,有,27000,105,,0.0,0,管理費每個月2000元不包含在租金內未租賃車位，建物登記含有車位面積；,RPPOMLOJLHLGFEF28CC,整棟(戶)出租,無,1150301~1160228,無,熱水器、洗衣機,社會住宅包租轉租
淡水區,租賃房屋+車位,新北市淡水區淡金路１２號６樓之３,0.0,,,,1150303,土地0建物1車位1,六層,17,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960827,170.68,3,2,2,有,有,無,32000,187,坡道平面,41.27,0,租金總額含管理費；其他租金含管理費無法分算；,RPQPMLOJLHLGFEF48CC,整棟(戶)出租,有,1150315~1160314,有,冷氣、熱水器、電視機、瓦斯或天然氣,
三重區,租賃房屋,新北市三重區重新路四段４１巷７弄７號５樓,0.0,,,,1150303,土地0建物0車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0750327,15.0,7,0,7,有,無,有,16000,1067,,0.0,0,,RPQNMLOJLHLGFGF48CC,分租套房,無,1150310~1160309,無,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路,一般代管
三重區,租賃房屋,新北市三重區同安街１０４之１號二樓,0.0,,,,1150302,土地0建物1車位0,二層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0680123,61.0,3,2,1,有,無,無,22000,361,,0.0,0,續租案件；,RPOPMLOJLHLGFGF48CC,整棟(戶)出租,無,1150307~1160306,無,冷氣、熱水器、瓦斯或天然氣,社會住宅代管
永和區,租賃房屋,新北市永和區永平路２５９號,0.0,,,,1150303,土地0建物1車位0,一層,3,店面(店鋪),住家用,加強磚造,0570403,32.03,0,0,0,無,無,無,19800,618,,0.0,0,,RPTNMLOJLHLGFHF88CC,,無,1150305~1160304,無,冷氣、熱水器、瓦斯或天然氣,
中和區,租賃房屋,新北市中和區連城路９９巷７號十四樓之二,0.0,,,,1150302,土地0建物1車位0,十四層,18,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880114,128.28,3,2,2,有,有,有,22400,175,,0.0,0,管理費1600元另算，由承租人負擔。未租賃車位，建物登記含有車位面積；續租案件；,RPOOMLOJLHLGFHF48CC,整棟(戶)出租,有,1150420~1160419,有,冷氣、熱水器、冰箱、瓦斯或天然氣,社會住宅包租轉租
中和區,租賃房屋,新北市中和區捷運路８之３號９樓,0.0,,,,1150304,土地0建物1車位0,九層,19,住宅大樓(11層含以上有電梯),一般事務所,鋼骨鋼筋混凝土構造,1000415,59.040000000000006,1,1,1,有,有,無,23428,397,,0.0,0,另有管理費1072元，由出租人負擔，租金已扣除管理費。續租案件；,RPQOMLOJLHLGFHF68CC,獨立套房,有,1150305~1160304,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅包租轉租
中和區,租賃房屋,新北市中和區員山路２２之２７號七樓,0.0,,,,1150303,土地0建物1車位0,七層,7,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土構造,1140123,108.09,3,2,2,有,有,有,30000,278,,0.0,0,每月管理費2400元由承租人負擔。,RPROMLOJLHLGFHF78CC,整棟(戶)出租,有,1150305~1160304,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管
樹林區,租賃房屋,新北市樹林區千歲街１６號,28.17,住,,,1150303,土地1建物1車位0,一層,4,店面(店鋪),住家用,鋼筋混凝土造,0660403,86.55,0,1,1,有,無,無,32000,370,,0.0,0,115/03/03~115/03/31進屋裝修，不算租金,RPWNMLOJLHLGFIF66CC,,無,1150401~1160331,無,,
鶯歌區,租賃房屋,新北市鶯歌區鳳吉四街７１號四樓,0.0,,,,1150301,土地0建物1車位0,四層,12,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1110401,168.74,3,1,2,有,有,有,22000,130,,0.0,0,管理費每個月5000元不包含在租金內未租賃車位，建物登記含有車位面積；,RPOOMLOJLHLGFIF58CC,整棟(戶)出租,有,1150301~1160228,有,冷氣、熱水器、瓦斯或天然氣,社會住宅代管
土城區,租賃房屋,新北市土城區承天路９２之５號四樓之１,0.0,,,,1150302,土地0建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0871130,39.93,1,1,1,有,有,有,12500,313,,0.0,0,每月管理費330元由承租人負擔。,RPQNMLPJLHLGFAF97CC,獨立套房,有,1150310~1160309,無,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管
板橋區,租賃房屋,新北市板橋區館前東路１５６巷２號四樓,0.0,,,,1150303,土地0建物1車位0,四層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0721228,95.85,3,2,1,有,無,有,19800,207,,0.0,0,,RPRNMLPJLHLGFAF08CC,整棟(戶)出租,無,1150310~1160309,無,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣,社會住宅包租轉租
土城區,租賃房屋,新北市土城區金信街１５５號九樓,0.0,,,,1150303,土地0建物1車位0,九層,14,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1140725,123.82,3,2,2,有,有,有,30000,242,,0.0,0,,RPSNMLPJLHLGFAF18CC,整棟(戶)出租,有,1150306~1160305,有,冷氣、熱水器、瓦斯或天然氣,社會住宅包租轉租
板橋區,租賃房屋,新北市板橋區文化路一段２１２巷２弄１１號,0.0,,,,1150305,土地0建物1車位0,一層,4,公寓(5樓含以下無電梯),住家用,加強磚造,,98.48,3,2,1,有,無,有,31000,315,,0.0,0,續租案件；,RPUNMLPJLHLGFAF38CC,整棟(戶)出租,無,1150410~1160409,無,熱水器、瓦斯或天然氣,社會住宅代管
板橋區,租賃房屋,新北市板橋區中山路二段５０５巷２８號,0.0,,,,1150303,土地0建物1車位0,一層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,76.87,3,2,1,有,無,有,24000,312,,0.0,0,水電費  由承租人負擔,RPWNMLPJLHLGFAF58CC,整棟(戶)出租,無,1150305~1160304,無,冷氣、熱水器、電視機、冰箱、瓦斯或天然氣,社會住宅代管
林口區,租賃房屋,新北市林口區中正路５０５巷５號地下一層２４號,0.0,,,,1150302,土地0建物1車位0,地下一層,7,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0841230,45.11,1,1,1,有,有,有,12000,266,,0.0,0,每個月管理費1500元由承租人負擔。,RPPNMLPJLHLGFBF97CC,獨立套房,有,1150305~1160304,有,冷氣、熱水器、洗衣機、電視機、冰箱、網路,社會住宅代管
新莊區,租賃房屋,新北市新莊區昌平街８２巷３號九樓,0.0,,,,1150302,土地0建物1車位0,九層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831130,91.97,3,2,1,有,有,無,24000,261,,0.0,0,,RPQNMLPJLHLGFBF08CC,整棟(戶)出租,有,1150310~1160309,有,冷氣、熱水器、瓦斯或天然氣,社會住宅包租轉租
新莊區,租賃房屋,新北市新莊區新北大道七段４３９號四樓之２,0.0,,,,1150305,土地0建物1車位0,四層,14,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1140319,69.6,2,1,1,有,有,無,25000,359,,0.0,0,,RPPOMLPJLHLGFBF08CC,整棟(戶)出租,有,1150310~1160309,有,冷氣、熱水器、電視機、瓦斯或天然氣,社會住宅代管
五股區,租賃房屋+車位,新北市五股區西雲路１１６之２號八樓,0.0,,,,1150304,土地0建物1車位1,八層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0931007,136.56,3,2,2,有,有,有,20800,164,坡道平面,28.32,3000,另有管理費2000元，由承租人負擔。,RPTOMLPJLHLGFBF48CC,整棟(戶)出租,有,1150305~1160304,有,冷氣、熱水器、洗衣機、瓦斯或天然氣,社會住宅包租轉租
新店區,租賃房屋,新北市新店區建國路２５７號五樓之１６,0.0,,,,1150304,土地0建物1車位0,五層,9,華廈(10層含以下有電梯),一般事務所,鋼筋混凝土造,0980605,47.739999999999995,1,1,1,有,有,有,18000,377,,0.0,0,,RPPNMLPJLHLGFCF08CC,獨立套房,有,1150304~1160303,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管
新店區,租賃房屋,新北市新店區安忠路１０巷１號,0.0,,,,1150302,土地0建物1車位0,全,2,透天厝,住家用,加強磚造,0600525,72.0,2,1,2,有,無,有,22000,306,,0.0,0,,RPQNMLPJLHLGFCF18CC,整棟(戶)出租,無,1150305~1160304,無,冷氣、熱水器、瓦斯或天然氣,社會住宅代管
汐止區,租賃房屋,新北市汐止區新興路１２０號,0.0,,,,1150302,土地0建物1車位0,一層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0991109,121.71000000000001,3,2,2,有,有,無,29000,238,,0.0,0,續租案件；,RPSNMLPJLHLGFDF48CC,整棟(戶)出租,有,1150310~1160309,有,冷氣、熱水器、瓦斯或天然氣,社會住宅代管
汐止區,租賃房屋,新北市汐止區大同路二段４２６號２樓,0.0,,,,1150305,土地0建物1車位0,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0681220,88.58,3,1,1,有,無,無,18000,203,,0.0,0,,RPUNMLPJLHLGFDF68CC,整棟(戶)出租,無,1150320~1160319,無,冷氣、熱水器,
淡水區,租賃房屋,新北市淡水區新市五路三段２６０號２４樓,0.0,,,,1150302,土地0建物1車位0,二十四層,26,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1061229,122.25,3,2,2,有,有,有,20800,170,,0.0,0,續租案件；,RPRNMLPJLHLGFEF48CC,整棟(戶)出租,有,1150320~1160319,有,冷氣、熱水器、瓦斯或天然氣,社會住宅代管
