鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號,出租型態,有無管理員,租賃期間,有無電梯,附屬設備,租賃住宅服務
湖口鄉,租賃房屋,新竹縣湖口鄉蘭州街２００號四樓,0.0,,,,1150306,土地0建物1車位0,四層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0820119,101.4,3,2,2,有,無,有,19000,187,,0.0,0,,RPUNMLQKLHLGFDJ66CC,整棟(戶)出租,無,1150306~1160305,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅代管
竹北市,租賃房屋+車位,新竹縣竹北市文興路１７７號１１樓,8.81,住,,,1150307,土地1建物1車位1,十一層,19,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000510,72.87,4,2,3,有,有,無,48000,659,坡道平面,23.06,0,,RPPNMLRKLHLGFBJ68CC,整棟(戶)出租,無,1150401~1200331,有,熱水器,
竹北市,租賃房屋+車位,新竹縣竹北市北新一街２８號十五樓,0.0,,,,1150304,土地0建物1車位1,十五層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080416,112.46000000000001,2,1,1,有,有,有,22000,196,坡道平面,28.17,0,,RPRNMLRKLHLGFBJ88CC,整棟(戶)出租,有,1150308~1160307,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管
新豐鄉,租賃房屋+車位,新竹縣新豐鄉永寧街４０巷３５弄５衖６號４樓,0.0,,,,1150305,土地0建物1車位1,四層,7,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1140508,94.02,3,2,2,有,有,無,23000,245,坡道平面,0.0,0,,RPPNMLSKLHLGFDJ98CC,整棟(戶)出租,有,1150312~1160310,有,,
湖口鄉,租賃房屋,新竹縣湖口鄉大勇路１巷５０號二樓之２,0.0,,,,1150310,土地0建物1車位0,二層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0880516,82.74,3,2,2,有,無,有,15000,181,,0.0,0,,RPQNMLTKLHLGFDJ56CC,整棟(戶)出租,無,1150310~1160309,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅代管
竹北市,租賃房屋,新竹縣竹北市嘉政二街７３號,0.0,,,,1150304,土地0建物0車位0,五層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0990602,22.0,12,0,12,有,無,有,14000,636,,0.0,0,租金總額含水費；租賃建物部分範圍，且未計入共有部分面積；,RPTNMLKLLHLGFBJ48CC,分租套房,無,1150308~1160307,有,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路,一般轉租
竹北市,租賃房屋,新竹縣竹北市嘉政二街７３號,0.0,,,,1150306,土地0建物0車位0,五層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0990602,23.0,12,0,12,有,無,有,15000,652,,0.0,0,多人共同承租2；租金總額含水費；租賃建物部分範圍，且未計入共有部分面積；,RPUNMLKLLHLGFBJ58CC,分租套房,無,1150309~1160308,有,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路,一般轉租
竹北市,租賃房屋,新竹縣竹北市興隆路三段３７巷８號三樓,0.0,,,,1150306,土地0建物0車位0,三層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0981110,25.0,9,0,9,有,無,有,14000,560,,0.0,0,租金總額含水費；租賃建物部分範圍，且未計入共有部分面積；,RPVNMLKLLHLGFBJ68CC,分租套房,無,1150309~1160308,有,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路,一般轉租
竹北市,租賃房屋,新竹縣竹北市興隆路三段３７巷８號三樓,0.0,,,,1150309,土地0建物0車位0,三層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0981110,25.0,9,0,9,有,無,有,13500,540,,0.0,0,多人共同承租2；租金總額含水費；租賃建物部分範圍，且未計入共有部分面積；,RPWNMLKLLHLGFBJ78CC,分租套房,無,1150312~1160311,有,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路,一般轉租
竹北市,租賃房屋+車位,新竹縣竹北市勝利八街一段３２５號４樓之５,0.0,,,,1150308,土地0建物1車位1,四層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020624,224.73,2,2,1,有,有,有,26000,116,坡道平面,25.1,0,,RPRNMLNLLHLGFBJ58CC,整棟(戶)出租,有,1150309~1160308,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,
竹北市,租賃房屋,新竹縣竹北市中正東路１３６號４樓,0.0,,,,1150305,土地0建物0車位0,四層,5,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0970305,42.97,14,1,14,有,無,有,12000,279,,0.0,0,租金總額含水費；租賃建物部分範圍，且未計入共有部分面積；,RPSNMLOLLHLGFBJ78CC,分租套房,無,1150315~1160314,有,冷氣、冰箱,一般轉租
竹北市,租賃房屋,新竹縣竹北市幸福街４８號,108.68,住,,,1150302,土地1建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,0950823,205.27,0,0,0,無,無,無,50000,244,,0.0,0,,RPPNMLOLLHLGFBJ58DC,整棟(戶)出租,無,1150301~1170229,無,冷氣、熱水器、瓦斯或天然氣,
竹北市,租賃房屋,新竹縣竹北市復興七路５號,0.0,,,,1150302,土地0建物0車位0,全,4,透天厝,住商用,鋼筋混凝土造,0960412,24.8,7,0,7,有,無,有,15000,605,,0.0,0,租金總額含水費；瓦斯費；網路費；,RPQNMLPLLHLGFBJ68CC,分租套房,無,1150310~1160309,無,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、網路,一般轉租
竹北市,租賃房屋,新竹縣竹北市光明五街３３６之１號六樓之五,0.0,,,,1150304,土地0建物1車位0,六層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0920912,30.82,1,1,1,有,有,有,10900,354,,0.0,0,,RPPNMLSLLHLGFBJ88CC,獨立套房,有,1150315~1160314,有,冷氣、熱水器、洗衣機、電視機、冰箱,社會住宅代管
竹北市,租賃房屋,新竹縣竹北市隘口六街３３號五樓之二,0.0,,,,1150309,土地0建物1車位0,五層,9,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0970609,50.599999999999994,1,1,1,有,有,有,17200,340,,0.0,0,,RPQNMLSLLHLGFBJ98CC,獨立套房,有,1150315~1180314,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,社會住宅代管
竹北市,租賃房屋+車位,新竹縣竹北市成功一街５７號６樓,0.0,,,,1150304,土地0建物1車位1,六層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0930524,135.84,3,2,1,有,有,有,25000,184,坡道平面,22.79,0,租金總額含管理費；,RPQNMLKMLHLGFBJ28CC,整棟(戶)出租,有,1150401~1160331,有,冷氣、熱水器、瓦斯或天然氣,一般轉租
竹北市,租賃房屋+車位,新竹縣竹北市光明六路東二段４０９號１１樓之１,0.0,,,,1150305,土地0建物1車位1,十一層,24,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1121030,161.57999999999998,3,2,2,有,有,有,43235,268,坡道平面,39.29,0,,RPRNMLKMLHLGFBJ38CC,整棟(戶)出租,有,1150315~1160314,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,一般轉租
竹北市,租賃房屋,新竹縣竹北市光明九路１６８號３樓之１０,0.0,,,,1150305,土地0建物1車位0,三層,11,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0980225,30.33,1,1,1,有,有,無,14200,468,,0.0,0,租金總額含管理費；,RPTNMLKMLHLGFBJ58CC,獨立套房,有,1150310~1160309,有,冷氣、熱水器、洗衣機、電視機、冰箱,一般轉租
竹北市,租賃房屋,新竹縣竹北市光明六路東二段２７號３樓,0.0,,,,1150310,土地0建物1車位0,全,4,透天厝,住商用,鋼筋混凝土造,0931001,169.66,0,0,0,無,無,無,22756,134,,0.0,0,租賃建物部分範圍，且未計入共有部分面積；,RPUNMLKMLHLGFBJ68CC,,無,1150301~1170228,無,,
竹北市,租賃房屋,新竹縣竹北市環北路三段２７６號,0.0,,,,1150304,土地0建物1車位0,一層,1,店面(店鋪),廠房、停車空間,鋼骨造,1141226,252.63,0,0,0,無,無,無,160000,633,,0.0,0,,RPWNMLKMLHLGFBJ88CC,,無,1150501~1250430,無,,
