編號,車位類別,車位價格,車位面積平方公尺,車位所在樓層
RPQNMLTKLHLGFEF78CB,坡道平面,2100000,32.67,地下五樓含以下
RPRNMLTKLHLGFEF88CB,坡道平面,2200000,32.67,地下四樓
RPQNMLMLLHLGFAF77CB,坡道平面,2400000,34.42,地下二樓
RPWNMLNLLHLGFAF48CB,坡道平面,2600000,30.00,地下四樓
RPXNMLNLLHLGFAF58CB,坡道平面,3000000,27.76,地下三樓
RPVNMLNLLHLGFBF48CB,坡道平面,1840000,26.33,地下三樓
RPXNMLTJLHLGFHF07CB,坡道平面,2300000,28.30,地下五樓含以下
RPQOMLRKLHLGFGF88CB,坡道平面,2150000,21.97,地下三樓
RPPNMLLLLHLGFGF18CB,坡道平面,2600000,30.38,地下二樓
RPPNMLQKLHLGFGF58CB,坡道平面,2000000,31.10,地下四樓
RPWNMLRKLHLGFGF76CB,坡道平面,2050000,21.97,地下四樓
RPQNMLLLLHLGFGF28CB,坡道平面,2500000,30.38,地下三樓
RPOOMLNLLHLGFBF87CB,坡道平面,1990000,27.32,地下三樓
RPVNMLTJLHLGFHF86CB,坡道平面,2850000,28.30,地下五樓含以下
RPSNMLNLLHLGFHF78CB,坡道平面,2400000,31.87,地下三樓
RPSNMLNLLHLGFIF88CB,升降平面,1700000,43.66,地下三樓
RPRNMLNLLHLGFIF78CB,升降平面,1800000,43.66,地下二樓
RPPNMLOLLHLGFBF97CB,坡道平面,2500000,42.11,地下二樓
RPRNMLOLLHLGFBF18CB,坡道平面,2400000,42.11,地下三樓
RPUNMLOLLHLGFEF78CB,坡道平面,1380000,27.15,地下三樓
RPQOMLNLLHLGFHF68CB,坡道平面,2500000,26.98,地下五樓含以下
RPPOMLNLLHLGFHF58CB,坡道平面,2350000,26.98,地下四樓
RPWNMLOLLHLGFEF98CB,坡道平面,1350000,26.06,地下三樓
RPVOMLNLLHLGFHF56CB,坡道平面,2750000,26.98,地下四樓
RPSNMLOLLHLGFIF98CB,坡道平面,2550000,28.86,地下一樓
RPPNMLOLLHLGFIF68CB,坡道平面,2250000,28.86,地下三樓
RPRNMLOLLHLGFIF88CB,坡道平面,2350000,28.86,地下二樓
RPSNMLOLLHLGFGF78CB,坡道平面,2600000,38.52,地下二樓
RPUNMLPLLHLGFBF58CB,坡道平面,2300000,26.45,地下四樓
RPUNMLPLLHLGFBF58CB,坡道平面,2300000,26.45,地下四樓
RPPNMLPLLHLGFBF08CB,坡道平面,2150000,26.43,地下五樓含以下
RPWNMLPLLHLGFBF78CB,坡道平面,2600000,26.45,地下五樓含以下
RPTNMLPLLHLGFBF48CB,坡道平面,1900000,26.45,地下五樓含以下
RPTNMLPLLHLGFBF48CB,坡道平面,1900000,26.45,地下五樓含以下
RPVNMLPLLHLGFBF68CB,坡道平面,1900000,26.45,地下五樓含以下
RPVNMLPLLHLGFBF68CB,坡道平面,1900000,26.45,地下五樓含以下
RPTNMLNLLHLGFHF88CB,坡道平面,2300000,28.30,地下五樓含以下
RPQNMLQLLHLGFBF28CB,坡道平面,2750000,31.44,地下一樓
RPPOMLQLLHLGFBF28CB,坡道平面,2300000,30.58,地下二樓
RPRNMLQLLHLGFGF88CB,坡道平面,3000000,33.36,地下二樓
RPXNMLNLLHLGFHF66CB,坡道平面,2850000,28.30,地下五樓含以下
RPPNMLRLLHLGFEF58CB,坡道平面,1650000,30.44,地下三樓
RPWNMLRLLHLGFGF86CB,坡道平面,2700000,17.82,地下五樓含以下
RPUNMLRLLHLGFGF66CB,坡道平面,2650000,20.73,地下三樓
RPWNMLKMLHLGFBF38CB,坡道平面,2350000,20.07,地下五樓含以下
RPOOMLNLLHLGFHF48CB,坡道平面,2500000,28.30,地下五樓含以下
RPSNMLLJMHLGFBF87CB,坡道平面,2180000,20.07,地下五樓含以下
RPSNMLKMLHLGFAF87CB,坡道平面,2150000,29.52,地下三樓
RPTNMLLJMHLGFBF97CB,坡道平面,2280000,18.21,地下四樓
RPQNMLLMLHLGFBF87CB,坡道平面,2350000,26.43,地下四樓
RPQNMLRLLHLGFIF09CB,坡道平面,2100000,28.62,地下一樓
RPRNMLKMLHLGFBF87CB,坡道平面,2750000,21.22,地下五樓含以下
RPUNMLLJMHLGFBF08CB,坡道平面,2380000,20.07,地下四樓
RPQNMLKMLHLGFIF48CB,坡道平面,1950000,30.98,地下一樓
RPWNMLLJMHLGFGF78CB,坡道平面,2500000,21.63,地下五樓含以下
RPSNMLLJMHLGFIF58CB,坡道平面,2250000,28.86,地下三樓
RPTNMLLJMHLGFIF68CB,坡道平面,2250000,28.86,地下三樓
RPVNMLPJMHLGFBF58CB,坡道平面,1870000,27.32,地下四樓
RPSNMLMJMHLGFEF28CB,坡道平面,2400000,37.12,地下五樓含以下
RPUNMLLJMHLGFIF78CB,坡道平面,2250000,28.86,地下三樓
RPPNMLPJMHLGFBF97CB,坡道平面,2150000,28.19,地下四樓
RPXSMLLJMHLGFGF76CB,坡道平面,2700000,28.34,地下二樓
RPVOMLLJMHLGFGF78CB,坡道平面,2200000,21.97,地下二樓
RPUOMLLJMHLGFGF68CB,坡道平面,2300000,22.76,地下四樓
RPVPMLLJMHLGFGF88CB,坡道平面,2900000,28.34,地下二樓
RPWNMLPJMHLGFBF68CB,坡道平面,1970000,27.32,地下三樓
RPXOMLLJMHLGFGF98CB,坡道平面,2150000,22.76,地下四樓
RPTOMLLJMHLGFGF58CB,坡道平面,2100000,21.97,地下三樓
RPXNMLPJMHLGFBF78CB,坡道平面,2070000,27.32,地下二樓
RPXNMLPJMHLGFBF78CB,坡道平面,1990000,26.33,地下二樓
RPVSMLLJMHLGFGF56CB,坡道平面,2700000,28.34,地下二樓
RPOOMLPJMHLGFBF97CB,坡道平面,1930000,27.32,地下四樓
RPRNMLRJMHLGFBF38CB,坡道平面,2400000,27.97,地下五樓含以下
RPSNMLRJMHLGFBF48CB,坡道平面,0,30.08,地下一樓
RPWNMLTJLHLGFHF96CB,坡道平面,2800000,28.30,地下五樓含以下
RPPNMLOJLHLGFEF18DB,坡道平面,1600000,29.31,地下四樓
RPPNMLOJLHLGFEF18DB,坡道平面,1600000,29.31,地下四樓
RPPNMLLLLHLGFDF97DB,坡道平面,2900000,34.05,地下二樓
RPPNMLLLLHLGFDF97DB,坡道平面,2900000,34.05,地下二樓
