編號,車位類別,車位價格,車位面積平方公尺,車位所在樓層
RPSOMLQJLHLGFFB48CC,坡道平面,2000,32.26,地下一樓
RPRNMLNJLHLGFFB97CC,坡道平面,2000,26.16,地下二樓
RPRNMLMKLHLGFIB28CC,坡道平面,0,27.06,地下一樓
RPVNMLNKLHLGFAB97CC,坡道平面,250,15.12,地下一樓
RPWNMLMKLHLGFCB18CC,坡道機械,0,,地下一樓
RPPPMLNKLHLGFCB77CC,坡道平面,3000,32.54,地下二樓
RPUNMLNKLHLGFJB78CC,坡道平面,0,31.67,地下三樓
RPSNMLNKLHLGFJB58CC,坡道平面,0,31.67,地下三樓
RPQPMLNKLHLGFCB87CC,坡道機械,0,13.89,地下四樓
RPTNMLQKLHLGFDB38CC,坡道機械,2000,13.23,地下一樓
RPUOMLRKLHLGFAB38CC,坡道平面,0,21.20,地下二樓
RPWOMLRKLHLGFAB58CC,坡道機械,0,18.44,地下二樓
RPWOMLRKLHLGFAB58CC,坡道機械,0,18.44,地下二樓
RPSOMLRKLHLGFCB38CC,坡道平面,0,32.10,地下二樓
RPRPMLRKLHLGFCB38CC,坡道平面,0,,無固定樓層
RPRPMLRKLHLGFCB38CC,坡道平面,0,,無固定樓層
RPTNMLRKLHLGFFB68CC,坡道平面,2000,35.86,地下一樓
RPQNMLSKLHLGFIB78CC,坡道平面,0,30.18,地下一樓
RPRNMLSKLHLGFIB88CC,坡道平面,0,33.20,地下三樓
RPSNMLTKLHLGFIB09CC,坡道平面,0,24.55,地下一樓
RPUPMLRKLHLGFCB68CC,坡道平面,0,31.84,地下五樓含以下
RPWOMLTKLHLGFCB98CC,坡道平面,0,36.88,地下四樓
RPOQMLTKLHLGFCB38CC,坡道平面,6100,11.49,地下五樓含以下
RPSPMLRKLHLGFCB48CC,坡道平面,4000,15.19,地下四樓
RPSPMLRKLHLGFCB48CC,坡道機械,2500,5.24,地下五樓含以下
RPQNMLTKLHLGFJB98CC,坡道平面,2500,30.03,地下三樓
RPOPMLKLLHLGFAB27CC,坡道平面,0,,地下一樓
RPPPMLKLLHLGFCB57CC,坡道平面,0,31.51,地下三樓
RPPPMLKLLHLGFCB57CC,坡道平面,0,31.51,地下三樓
RPQNMLNLLHLGFJB48CC,坡道平面,3000,31.08,地下二樓
RPTOMLNLLHLGFCB18CC,坡道平面,0,35.97,地下二樓
RPVOMLNLLHLGFCB38CC,坡道平面,0,37.71,地下一樓
RPWOMLOLLHLGFCB58CC,坡道平面,0,27.29,地下四樓
RPOPMLOLLHLGFCB87CC,坡道平面,0,23.69,地下一樓
RPRNMLOLLHLGFFB28CC,坡道平面,2000,31.19,地下二樓
RPSNMLOLLHLGFJB78CC,坡道平面,2500,27.36,地下二樓
RPVNMLOLLHLGFIB98CC,坡道平面,0,14.54,地下一樓
RPUPMLQLLHLGFAB48CC,坡道平面,0,33.88,地下四樓
RPRNMLQLLHLGFJB88CC,坡道平面,0,31.67,地下三樓
RPRNMLKMLHLGFCB67CC,坡道平面,0,32.39,地下一樓
RPPNMLLJMHLGFAB17CC,一樓平面,0,,一樓
RPPNMLLJMHLGFDB47CC,坡道平面,0,24.94,地下二樓
RPXNMLRLLHLGFIB86CC,坡道平面,0,39.32,地下三樓
RPTOMLLJMHLGFIB48CC,坡道平面,0,39.32,地下三樓
RPSNMLMJMHLGFJB48CC,坡道平面,1000,13.99,地下一樓
RPTNMLRJMHLGFCB38CC,坡道平面,0,37.41,地下二樓
RPUOMLKLLHLGFAB77CC,坡道平面,0,25.27,地下二樓
